BX,"The Blackstone Group L.P.",NYSE,True,21.67,422
VTG,"Vantage Drilling Company",AMEX,True,1.71,123
TISI,"Team",NYSE,False,39.22,760
GURE,"Gulf Resources",NASDAQ,True,1.72,113
BOBE,"Bob Evans Farms",NASDAQ,True,47.64,712
ROVI,"Rovi Corp.",NASDAQ,True,18.68,820
AEE,"Ameren Corp.",NYSE,True,34.07,913
EAT,"Brinker International",NYSE,True,41.88,712
THRX,"Theravance",NASDAQ,False,36.09,515
TWI,"Titan International",NYSE,True,16.72,322
UNH,"Unitedhealth Group Inc.",NYSE,True,71.40,522
MFM,"Mfs Muni Income Trust",NYSE,True,6.00,425
IMMR,"Immersion Corp.",NASDAQ,True,13.11,815
ORBT,"Orbit International Corp.",NASDAQ,True,3.40,836
ELS,"Equity Lifestyle Properties",NYSE,False,36.05,445
OPK,"Opko Health Inc",NYSE,False,7.85,521
UPIP,"Unwired Planet Inc",NASDAQ,True,1.70,821
CAS,"Castle [A.M.] & Co.",NYSE,False,16.13,626
HSON,"Hudson Global Inc",NASDAQ,False,2.65,764
OMCL,"Omnicell",NASDAQ,True,22.56,812
FBIZ,"First Business Financial Services",NASDAQ,False,32.65,414
ENDP,"Endo Pharmaceuticals Holdings Inc.",NASDAQ,True,37.73,511
JIVE,"Jive Software Inc.",NASDAQ,False,12.65,821
ASBI,"Ameriana Bancorp",NASDAQ,True,10.90,419
ALGT,"Allegiant Travel Company",NASDAQ,True,95.05,771
C,"Citigroup Inc.",NYSE,True,50.86,410
LEE,"Lee Enterprises Inc.",NYSE,True,2.58,727
HCA,"Hca Holdings Inc. Common Stock",NYSE,True,38.41,524
GEVO,"Gevo",NASDAQ,True,1.80,110
OFED,"Oconee Federal Financial",NASDAQ,False,17.25,419
TGC,"Tengasco",AMEX,True,0.50,121
TUES,"Tuesday Morning",NASDAQ,True,11.01,732
TWC,"Time Warner Cable Inc",NYSE,True,110.21,725
AGNC,"American Capital Agency",NASDAQ,True,22.35,445
BCOR,"Blucora Inc.",NASDAQ,True,20.36,851
HR,"Healthcare Realty Trust Inc.",NYSE,True,23.16,442
GTN,"Gray Television",NYSE,True,6.57,723
OPEN,"Opentable",NASDAQ,True,73.23,851
WNS,"Wns Limited",NYSE,True,20.88,760
IIJI,"Internet Initiative Japan",NASDAQ,True,15.32,850
IN,"Intermec Inc",NYSE,True,9.89,815
FHCO,"Female Health Company",NASDAQ,False,9.19,323
DSKX,"Ds Healthcare Group Inc.",NASDAQ,False,1.78,323
FLTX,"Fleetmatics Group Plc",NYSE,False,41.36,821
EGBN,"Eagle Bancorp",NASDAQ,True,24.78,412
MBWM,"Mercantile Bank Corp.",NASDAQ,True,19.75,414
GES,"Guess",NYSE,True,30.82,730
EVRY,"Everyware Global Inc",NASDAQ,False,12.63,325
PWR,"Quanta Services",NYSE,True,26.73,636
USAC,"USA Compression Partners Lp",NYSE,False,24.41,125
PFS,"Provident Financial Services",NYSE,True,17.28,419
SMS,"Sims Metal Management Limited",NYSE,True,8.58,637
KYO,"Kyocera Corp.",NYSE,True,96.93,836
CFNB,"California First National Bancorp",NASDAQ,True,16.81,416
WMAR,"West Marine",NASDAQ,True,10.98,745
TXMD,"Therapeuticsmd Inc",AMEX,False,2.16,510
FRT,"Federal Realty Investment Trust",NYSE,True,102.36,446
GAME,"Shanda Games Limited",NASDAQ,True,4.44,820
VRTS,"Virtus Investment Partners",NASDAQ,True,187.08,422
WMB,"Williams Companies",NYSE,True,35.35,125
UBNT,"Ubiquiti Networks Inc.",NASDAQ,True,28.23,840
HEP,"Holly Energy Partners L.P.",NYSE,False,36.30,125
NLNK,"Newlink Genetics Corporation",NASDAQ,False,18.62,515
PRGN,"Paragon Shipping Inc.",NASDAQ,True,4.88,775
CCCL,"China Ceramics Co.",NASDAQ,True,2.46,634
LII,"Lennox International",NYSE,True,68.20,622
LIN,"Lin Media Llc",NYSE,False,15.02,723
TW,"Towers Watson & Co",NYSE,True,81.06,769
ADVS,"Advent Software",NASDAQ,True,28.25,821
GPIC,"Gaming Partners International Corp.",NASDAQ,False,8.37,315
SNPS,"Synopsys",NASDAQ,True,36.92,834
GTIV,"Gentiva Health Services",NASDAQ,True,13.03,526
BGMD,"Bg Medicine",NASDAQ,True,0.91,525
KLAC,"Kla-Tencor Corp.",NASDAQ,True,57.07,834
TAM,"Taminco Corporation Common Stoc",NYSE,True,19.77,113
DLA,"Delta Apparel",AMEX,True,16.00,320
STS,"Supreme Industries",AMEX,True,5.35,331
CASS,"Cass Information Systems Inc",NASDAQ,True,60.19,760
CBST,"Cubist Pharmaceuticals",NASDAQ,True,61.62,511
NAVR,"Navarre Corp.",NASDAQ,True,3.22,755
MNGA,"Magnegas Corporation",NASDAQ,False,0.75,637
TXI,"Texas Industries",NYSE,True,59.34,633
PEIX,"Pacific Ethanol",NASDAQ,True,3.71,113
UACL,"Universal Truckload Services",NASDAQ,False,25.40,774
TGH,"Textainer Group Holdings",NYSE,True,34.12,761
POOL,"Pool Corp.",NASDAQ,True,52.21,316
GLP,"Global Partners Lp",NYSE,True,33.86,758
ZFC,"Zais Financial Corp. Common Sto",NYSE,False,16.17,440
TMHC,"Taylor Morrison Home Corporatio",NYSE,False,20.06,630
PCL,"Plum Creek Timber Company",NYSE,True,44.90,445
TOL,"Toll Brothers Inc.",NYSE,True,32.33,630
RBC,"Regal-Beloit Corp.",NYSE,False,65.78,627
NPK,"National Presto Industries",NYSE,True,70.43,310
SYK,"Stryker Corp.",NYSE,True,68.91,521
DCOM,"Dime Community Bancshares",NASDAQ,True,16.79,419
JRCC,"James River Coal Company",NASDAQ,True,2.10,133
NATR,"Nature's Sunshine Products",NASDAQ,True,17.66,514
FLO,"Flowers Foods",NYSE,True,22.10,342
CFNL,"Cardinal Financial Corp.",NASDAQ,True,17.18,413
PTP,"Platinum Underwriters Holdings Ltd",NYSE,True,58.14,432
TNC,"Tennant Company",NYSE,True,54.03,623
GENT,"Gentium Spa",NASDAQ,False,17.70,511
PKE,"Park Electrochemical Corp.",NYSE,True,27.08,834
EGT,"Entertainment Gaming Asia Inc.",NASDAQ,False,1.20,317
ALX,"Alexander's",NYSE,True,286.57,446
PPO,"Polypore International Inc",NYSE,True,42.41,622
NVTL,"Novatel Wireless",NASDAQ,True,3.44,846
BDGE,"Bridge Bancorp",NASDAQ,False,20.86,411
OMC,"Omnicom Group Inc.",NYSE,True,60.69,720
CSFL,"Centerstate Banks",NASDAQ,True,9.84,413
FSP,"Franklin Street Properties",AMEX,True,12.50,441
MNTX,"Manitex International",NASDAQ,True,10.12,622
PCYO,"Pure Cycle Corp.",NASDAQ,False,5.41,914
WDR,"Waddell & Reed Financial",NYSE,True,49.69,422
T,"AT&T Inc.",NYSE,True,34.35,844
ATE,"Advantest Corporation Ads",NYSE,True,12.33,834
CBEY,"Cbeyond",NASDAQ,False,6.63,846
VET,"Vermilion Energy Inc",NYSE,False,54.74,123
XPO,"Express-1 Expedited Solutions",NYSE,False,21.99,773
HGR,"Hanger Orthopedic Group",NYSE,True,32.10,528
CLR,"Continental Resources",NYSE,True,91.58,121
GFI,"Gold Fields Ltd",NYSE,True,6.52,134
PTEK,"Pokertek",NASDAQ,True,1.30,714
RES,"Rpc",NYSE,True,14.38,124
BIDU,"Baidu",NASDAQ,True,134.92,851
CBSH,"Commerce Bancshares",NASDAQ,True,45.11,415
PBI,"Pitney Bowes Inc",NYSE,True,17.44,313
PH,"Parker-Hannifin Corp.",NYSE,True,103.77,621
VIMC,"Vimicro International Corp.",NASDAQ,True,1.45,832
PTX,"Golf Trust Of America",NASDAQ,False,2.92,511
IAG,"Iamgold Corp.",NYSE,True,6.46,134
SLTC,"Selectica",NASDAQ,True,6.20,852
MHFI,"The Mcgraw-Hill Companies Inc.",NYSE,False,60.30,768
PRGO,"Perrigo Company",NYSE,False,122.31,514
ARIA,"Ariad Pharmaceuticals",NASDAQ,True,18.11,515
SQI,"Sciquest",NASDAQ,False,20.20,821
OWW,"Orbitz Worldwide",NYSE,True,9.56,716
UBNK,"United Financial Bancorp",NASDAQ,False,16.19,419
WLT,"Walter Energy",NYSE,True,13.40,133
POR,"Portland General Electric Company",NYSE,False,29.26,911
HTLD,"Heartland Express",NASDAQ,True,14.15,774
ACH,"Aluminum Corporation Of China Ltd",NYSE,True,8.71,132
FII,"Federated Investors",NYSE,True,28.43,422
SJR,"Shaw Communications Inc.",NYSE,True,24.69,725
CPLA,"Capella Education Company",NASDAQ,False,53.60,766
ECA,"Encana Corp.",NYSE,True,17.75,120
LAYN,"Layne Christensen Company",NASDAQ,True,19.11,635
PQ,"Petroquest Energy Inc",NYSE,True,4.38,121
DCIX,"Diana Containerships Inc.",NASDAQ,True,3.95,775
VITC,"Vitacost.Com Inc.",NASDAQ,False,8.80,739
VOXX,"Audiovox Corp.",NASDAQ,True,12.45,753
NP,"Neenah Paper",NYSE,True,37.54,324
KOF,"Coca Cola Femsa S.A.B. De C.V.",NYSE,True,141.26,348
DHI,"D.R. Horton",NYSE,True,19.12,630
AT,"Atlantic Power Corp.",NYSE,True,4.13,911
NTE,"Nam Tai Electronics",NYSE,True,7.84,836
CYTR,"Cytrx Corp.",NASDAQ,True,2.35,515
WNR,"Western Refining",NYSE,True,31.04,122
PMCS,"Pmc - Sierra",NASDAQ,True,6.26,833
LRAD,"Lrad Corp.",NASDAQ,True,1.42,836
PRMW,"Primo Water Corp.",NASDAQ,True,2.39,348
ABC,"Amerisourcebergen Corporation",NYSE,True,57.27,756
FDML,"Federal-Mogul Corp.",NASDAQ,False,16.47,333
PG,"Procter & Gamble Company",NYSE,True,80.48,323
CBT,"Cabot Corp.",NYSE,True,40.31,113
EXPO,"Exponent",NASDAQ,True,66.81,769
SNN,"Smith & Nephew Snats",NYSE,True,60.85,521
STR,"Questar Corp.",NYSE,True,23.01,912
SALE,"Retailmenot Inc.",NASDAQ,False,32.26,721
HVB,"Hudson Valley Holding Corp. Com",NYSE,False,18.99,411
CRIS,"Curis",NASDAQ,True,4.08,515
FRED,"Fred's",NASDAQ,True,16.46,732
ZLC,"Zale Corporation",NYSE,True,9.16,742
PRGX,"Prgx Global",NASDAQ,True,6.00,760
NSTG,"Nanostring Technologies Inc.",NASDAQ,False,7.35,515
NTI,"Northern Tier Energy Lp",NYSE,False,22.85,122
OLP,"One Liberty Properties",NYSE,False,22.23,440
LIFE,"Life Technologies Corp.",NASDAQ,True,74.55,525
NR,"Newpark Resources",NYSE,True,11.41,124
DOC,"Physicians Realty Trust",NYSE,False,11.79,442
SMCI,"Super Micro Computer",NASDAQ,False,13.02,814
CDTI,"Clean Diesel Technologies",NASDAQ,False,1.40,623
IILG,"Interval Leisure Group",NASDAQ,False,21.00,760
SONC,"Sonic",NASDAQ,True,15.98,712
APT,"Alpha Pro Tech",AMEX,True,1.59,521
BBSI,"Barrett Business Services",NASDAQ,True,67.41,764
ARTW,"Art'S-Way Manufacturing Co.",NASDAQ,True,7.10,620
TCO,"Taubman Centers",NYSE,True,68.67,446
TSEM,"Tower Semiconductor Ltd",NASDAQ,True,4.67,833
HSH,"Hillshire Brands Company",NYSE,False,32.75,342
BOE,"Blackrock Global",NYSE,True,13.45,427
SUSP,"Susser Petroleum Partners Lp",NYSE,False,30.39,752
RRC,"Range Resources Corp.",NYSE,True,78.08,121
HOLL,"Hollywood Media",NASDAQ,True,1.45,745
PRGS,"Progress Software Corp.",NASDAQ,True,24.94,821
ENV,"Envestnet Inc",NYSE,False,26.19,760
KMX,"Carmax Inc",NYSE,True,48.08,744
CKEC,"Carmike Cinemas",NASDAQ,True,17.46,726
OVAS,"Ovascience",NASDAQ,False,11.29,515
CBAK,"China Bak Battery",NASDAQ,True,1.59,627
BOKF,"Bok Financial Corp.",NASDAQ,True,65.89,415
PDLI,"Pdl Biopharma",NASDAQ,True,8.12,515
NCMI,"National Cinemedia",NASDAQ,False,18.05,721
NGD,"New Gold Inc.",AMEX,True,7.61,134
GLW,"Corning Inc.",NYSE,True,14.91,836
CLFD,"Clearfield",NASDAQ,False,11.78,841
PETS,"Petmed Express",NASDAQ,True,15.68,513
IR,"Ingersoll-Rand Plc [Ireland]",NYSE,True,60.24,622
ATK,"Alliant Techsystems Inc.",NYSE,True,98.36,611
PFPT,"Proofpoint Inc.",NASDAQ,False,29.01,821
TMUS,"T-Mobile US Inc.",NYSE,False,24.14,840
RENT,"Rentrak Corp.",NASDAQ,True,23.12,726
SYA,"Symetra Financial Corp.",NYSE,False,18.07,430
COH,"Coach",NYSE,True,52.46,321
OCR,"Omnicare",NYSE,True,54.28,756
ZIPR,"Ziprealty",NASDAQ,False,3.91,449
LULU,"Lululemon Athletica Inc.",NASDAQ,True,72.22,320
DBD,"Diebold Inc.",NYSE,True,31.00,821
RAS,"Rait Financial Trust",NYSE,True,6.81,440
GCI,"Gannett Co.",NYSE,True,24.29,727
EXXI,"Energy Xxi [Bermuda] Limited",NASDAQ,False,26.33,124
ECTE,"Echo Therapeutics",NASDAQ,True,2.48,510
SNMX,"Senomyx",NASDAQ,True,3.19,113
NDSN,"Nordson Corp.",NASDAQ,True,70.05,622
FMS,"Fresenius Medical Care Corp.",NYSE,False,33.28,528
ASGN,"On Assignment",NYSE,True,30.67,764
BERY,"Berry Plastics Group Inc.",NYSE,False,22.83,322
CNA,"Cna Financial Corp.",NYSE,True,35.57,432
ASR,"Grupo Aeroportuario Del Sureste",NYSE,True,121.70,772
ARE,"Alexandria Real Estate Equities",NYSE,True,64.07,441
RCMT,"Rcm Technologies",NASDAQ,True,5.72,764
IBA,"Industrias Bachoco S.A. De C.V.",NYSE,True,40.18,343
IQNT,"Neutral Tandem",NASDAQ,True,7.86,840
TK,"Teekay Shipping Corp.",NYSE,True,38.14,775
PMBC,"Pacific Mercantile Bancorp",NASDAQ,True,6.54,416
STT,"State Street Corp",NYSE,True,67.80,422
VASC,"Vascular Solutions",NASDAQ,True,16.04,520
VALU,"Value Line",NASDAQ,True,8.97,728
PGRX,"Prospect Global Resources Inc",NASDAQ,False,0.07,133
VTUS,"Ventrus Biosciences",NASDAQ,True,2.46,510
TISA,"Top Image Systems",NASDAQ,True,2.87,821
GPRC,"Guanwei Recycling",NASDAQ,True,1.94,637
OPXA,"Opexa Therapeutics",NASDAQ,True,1.36,515
IDRA,"Idera Pharmaceuticals",NASDAQ,False,1.50,515
CPSL,"China Precision Steel",NASDAQ,True,1.47,130
UNTY,"Unity Bancorp",NASDAQ,True,7.35,411
M,"Macy's Inc",NYSE,True,46.30,731
STAA,"Staar Surgical Company",NASDAQ,True,11.37,520
MHD,"Blackrock Muniholdings Fund",NYSE,True,14.69,425
ININ,"Interactive Intelligence",NASDAQ,True,59.58,826
QLYS,"Qualys Inc.",NASDAQ,False,18.37,821
ASTI,"Ascent Solar Technologies",NASDAQ,True,0.73,832
GBX,"Greenbrier Companies",NYSE,True,22.44,776
CPHI,"China Pharma Holdings",AMEX,True,0.20,510
SAAS,"Incontact",NASDAQ,False,8.48,821
TLP,"Transmontaigne Partners L.P.",NYSE,False,39.04,125
SKM,"Sk Telecom Corporation",NYSE,True,20.80,840
PBCT,"People's United Financial",NASDAQ,True,14.78,419
RFMD,"Rf Micro Devices",NASDAQ,True,4.83,833
KW,"Kennedy-Wilson Holdings Inc.",NYSE,True,18.29,448
SPW,"Spx Corp.",NYSE,True,75.31,622
PENX,"Penford Corp.",NASDAQ,True,14.30,113
UNM,"Unumprovident Corp.",NYSE,True,29.39,431
TSO,"Tesoro Petroleum Corp.",NYSE,True,49.34,122
PRSC,"The Providence Service Corp.",NASDAQ,True,27.96,528
BIG,"Big Lots",NYSE,False,34.61,732
TRP,"Transcananda Pipelines",NYSE,True,45.11,912
MAMS,"Mam Software Group Inc",NASDAQ,False,4.60,826
QCOM,"Qualcomm Inc.",NASDAQ,True,66.95,841
ITI,"Iteris",AMEX,True,1.79,841
IGC,"India Globalization Capital Inc.",AMEX,True,1.30,635
NE,"Noble Corp.",NYSE,True,39.04,123
TAI,"Transamerica Income Shares",NYSE,True,20.03,425
FBNC,"First Bancorp",NASDAQ,True,15.02,412
PMT,"Pennymac Mortgage Investment Trust",NYSE,True,21.34,445
SNP,"China Petroleum & Chemical Corp.",NYSE,True,75.41,120
ZIXI,"Zix Corporation",NASDAQ,True,4.33,821
LXK,"Lexmark International",NYSE,True,39.76,812
PLCM,"Polycom",NASDAQ,True,9.74,842
PHH,"Phh Corp",NYSE,True,22.00,424
MFSF,"Mutualfirst Financial Inc.",NASDAQ,True,14.97,414
AWX,"Avalon Holdings Corp.",AMEX,False,4.00,637
BDN,"Brandywine Realty Trust",NYSE,True,13.02,440
GNTX,"Gentex Corp.",NASDAQ,True,22.56,333
IBOC,"International Bancshares Corp.",NASDAQ,True,23.94,415
CHKE,"Cherokee Inc.",NASDAQ,True,12.16,730
CERS,"Cerus Corp.",NASDAQ,True,5.46,515
IMMU,"Immunomedics",NASDAQ,True,5.11,515
OMI,"Owens & Minor",NYSE,True,35.21,754
SGRP,"Spar Group",NASDAQ,True,1.76,760
CNTY,"Century Casinos",NASDAQ,True,4.14,711
TTGT,"Techtarget",NASDAQ,False,4.54,851
BCPC,"Balchem Corp.",NASDAQ,True,50.65,110
SGK,"Schawk",NYSE,True,12.04,842
TXTR,"Textura Corporation",NYSE,False,33.50,821
CCBG,"Capital City Bank Group",NASDAQ,True,11.94,412
PCTI,"Pc-Tel",NASDAQ,True,8.44,840
ORBK,"Orbotech Ltd",NASDAQ,True,12.14,836
GLDD,"Great Lakes Dredge & Dock Corp.",NASDAQ,False,6.70,635
OMER,"Omeros Corp.",NASDAQ,False,4.75,515
ZAZA,"Zaza Energy Corporation",NASDAQ,False,0.84,123
NXC,"Nuveen California Tax-Free Income",NYSE,True,13.68,425
CSH,"Cash America International",NYSE,True,41.44,424
CTRX,"Catamaran Corp",NASDAQ,False,55.67,821
MMC,"Marsh & Mclennan Companies",NYSE,True,41.57,434
OPAY,"Tier Technologies",NASDAQ,True,7.95,826
ZEUS,"Olympic Steel",NASDAQ,True,27.69,626
NEON,"Neonode Inc.",NASDAQ,True,6.99,836
SCHW,"The Charles Schwab Corp.",NYSE,True,21.40,420
ATMI,"Atmi Inc.",NASDAQ,True,24.30,834
HIBB,"Hibbett Sports",NASDAQ,True,59.05,740
PAI,"Pacific American Income Shares",NYSE,True,12.41,425
THO,"Thor Industries",NYSE,True,52.70,332
IG,"Igi Laboratories",AMEX,True,1.61,515
DRYS,"Dryships Inc.",NASDAQ,True,2.12,775
MZA,"Muniyield Arizona Fund",AMEX,True,13.03,422
BFK,"Blackrock Muni Income Trust",NYSE,True,12.29,425
IRF,"International Rectifier Corp.",NYSE,True,24.15,833
GIMO,"Gigamon Inc.",NYSE,False,37.18,814
BTN,"Ballantyne Strong Inc",AMEX,False,4.09,318
NOG,"Northern Oil And Gas",AMEX,True,12.00,123
CBNJ,"Cape Bancorp",NASDAQ,True,9.36,411
HAR,"Harman International Industries Inc.",NYSE,True,67.99,314
CPSS,"Consumer Portfolio Services",NASDAQ,True,6.84,424
ROSE,"Rosetta Resources Inc.",NASDAQ,False,45.18,121
HCLP,"Hi-Crush Partners Lp",NYSE,False,22.86,133
NYLD,"Nrg Yield Inc.",NYSE,False,28.14,911
IHC,"Independence Holding Company",NYSE,False,14.49,430
EBMT,"Eagle Bancorp Montana",NASDAQ,False,11.29,416
VIVO,"Meridian Bioscience Inc.",NASDAQ,True,23.09,516
CARB,"Carbonite Inc.",NASDAQ,True,13.36,760
FBR,"Fibria Celulose S.A.",NYSE,True,10.67,324
AFAM,"Almost Family Inc",NASDAQ,True,19.41,526
MOD,"Modine Manufacturing Company",NYSE,False,13.47,333
CARV,"Carver Bancorp",NASDAQ,False,6.13,419
AGII,"Argo Group International Holdings Ltd",NASDAQ,False,42.98,432
PNRG,"Primeenergy Corp.",NASDAQ,True,46.50,121
RUK,"Reed Elsevier Plc",NYSE,True,50.53,728
OMX,"Officemax Inc.",NYSE,True,11.35,745
ACU,"Acme United Corporation.",AMEX,True,13.72,312
OREX,"Orexigen Therapeutics",NASDAQ,True,6.93,511
CWCO,"Consolidated Water Co. Ltd",NASDAQ,True,12.09,914
TCCO,"Technical Communications Corp.",NASDAQ,True,6.89,841
ECHO,"Echo Global Logistics",NASDAQ,True,21.87,774
CLIR,"Clearsign Combustion Corporatio",NASDAQ,False,8.26,837
CKX,"Ckx Lands",AMEX,True,14.36,448
GSK,"Glaxosmithkline Plc",NYSE,True,51.53,510
ADSK,"Autodesk",NASDAQ,True,36.04,822
SLXP,"Salix Pharmaceuticals",NASDAQ,True,67.10,512
TRK,"Speedway Motorsports",NYSE,True,18.05,715
MOFG,"Midwestone Financial Group",NASDAQ,False,25.57,415
HAE,"Haemonetics Corp.",NYSE,True,40.63,520
AYR,"Aircastle Limited",NYSE,False,16.51,761
KOOL,"Thermogenesis",NASDAQ,True,1.37,521
ACPW,"Active Power",NASDAQ,True,3.47,622
SARA,"Saratoga Res Inc",AMEX,False,1.62,121
FIBK,"First Interstate Bancsystem",NASDAQ,False,23.32,416
TROW,"T. Rowe Price Group",NASDAQ,True,72.72,422
FUL,"H. B. Fuller Company",NYSE,True,38.58,113
SYUT,"Synutra International",NASDAQ,False,4.75,344
KOSS,"Koss Corp.",NASDAQ,True,5.13,314
AFL,"Aflac Incorporated",NYSE,True,60.39,431
PEBK,"Peoples Bancorp Of North Carolina",NASDAQ,True,13.00,412
